,$C_{1}$,$C_{2}$,$C_{3}$,$C_{4}$,$C_{5}$,$C_{6}$,$C_{7}$,$C_{8}$,$C_{9}$,$C_{10}$,$C_{11}$,$C_{12}$,$C_{13}$,$C_{14}$,$C_{15}$,$C_{16}$,$C_{17}$,$C_{18}$,$C_{19}$,$C_{20}$,$C_{21}$,$C_{22}$,$C_{23}$,$C_{24}$,$C_{25}$
Weights,0.03493956382803761,0.03070995451873033,0.022870081219686724,0.04662098010597555,0.04075000824996407,0.05557175137142592,0.05862453781934916,0.06283572252881488,0.0068392527646607085,0.025234056014538868,0.04200477016523464,0.04153145318730926,0.0037482791601074292,0.05148474873133741,0.07005867754572508,0.05109234063367485,0.057980244670359435,0.003404858629732534,0.010671310715156708,0.05327793302832303,0.03594770355603694,0.067885876241612,0.042458868445580784,0.06264558933134014,0.020811437537286086
