Cj,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25
Weights,0.034939564,0.030709955,0.022870081,0.04662098,0.040750008,0.055571751,0.058624538,0.062835723,0.006839253,0.025234056,0.04200477,0.041531453,0.003748279,0.051484749,0.070058678,0.051092341,0.057980245,0.003404859,0.010671311,0.053277933,0.035947704,0.067885876,0.042458868,0.062645589,0.020811438
